,NYC_All,NYC_Q1,NYC_Q2,NYC_Q3,NYC_Q4,NYC_Q5,NYC_All_MoM,NYC_Q1_MoM,NYC_Q2_MoM,NYC_Q3_MoM,NYC_Q4_MoM,NYC_Q5_MoM,NYC_All_YoY,NYC_Q1_YoY,NYC_Q2_YoY,NYC_Q3_YoY,NYC_Q4_YoY,NYC_Q5_YoY
2017-07,635156.7215369998,234405.3799495006,436101.6940643091,626607.8659421267,927890.8421338443,2073493.6321195564,0.0026732372443283303,0.006412894044929063,0.007409811016109824,0.0021032031114216476,-0.000636547146051103,0.010266428158606011,0.04226311355050183,0.07653674885524087,0.03217053334988673,0.052126206777985074,0.03774991078763956,0.0039715334580281425
2017-08,633701.5894488933,229176.5856125272,438371.0918782954,622052.6869928043,918228.8287618912,2094399.5918197106,-0.002290981168529882,-0.022306631093961582,0.0052038271001342284,-0.0072695846906958295,-0.01041287717608419,0.010082480783306647,0.04339235434348421,0.06205568291778074,0.044557560569342014,0.03865517348693581,0.025139363608408516,0.006707851957465705
2017-09,640421.9601123207,233748.8795715974,437503.5211325169,630124.1388431477,923372.1060772731,2074268.7411343425,0.01060494525391964,0.019950964653957515,-0.0019790783695640135,0.012975511591089228,0.005601302370692229,-0.009611752582456057,0.053687136697769366,0.08831943448455637,0.043279903177107615,0.05191567933180741,0.03188470647548569,0.0019175059483171886
2017-10,640877.8776156018,237960.139526678,437025.5817530851,624643.5609760793,922940.0272952437,2061142.9156871203,0.0007119017330403654,0.018016171725822705,-0.0010924240751128966,-0.008697616119151097,-0.00046793570997616385,-0.006327929060939375,0.05320266513956562,0.10260638283624135,0.033028035629539154,0.02792275958560908,0.02553745321861256,-0.002967697348395193
2017-11,641030.0675751008,239821.2283191389,437293.6055543108,627695.9137633939,912412.3319777298,2083519.0691074536,0.00023747107649474408,0.007821010679195162,0.0006132908745308807,0.00488655127180837,-0.011406694916425097,0.010856187239628445,0.050480143228694985,0.10868926431074022,0.03614611136063761,0.021765789840676675,0.01834808609354721,0.004653824828534159
2017-12,640960.9605911954,236584.3358268089,441562.5290280175,634012.3084243747,912567.2239910825,2064105.5310386482,-0.00010780615044603259,-0.013497105802587894,0.00976214474550896,0.010062825840478018,0.0001697609818764878,-0.009317667573410682,0.046710737847614814,0.07549209261511836,0.05246341601872939,0.03949567762707851,0.02187903322367668,0.006199084869690674
2018-01,650911.4937982581,250901.6772054521,444342.7500273889,635799.083305859,911325.495798957,2074052.5873818074,0.0155243982377411,0.06051686105340548,0.006296324566967604,0.0028182021985105887,-0.0013606977759894612,0.004819063848035876,0.05027690791644579,0.1095072595353277,0.05283241116108095,0.02572487690768499,0.006483274861294852,-0.0003491951500479429
2018-02,649148.8142992835,246549.2530339166,439644.1830479465,631442.7390087821,910413.9693617582,2076407.6328786635,-0.002708017166341392,-0.017347130637040298,-0.010574195211135562,-0.006851762469404554,-0.0010002204935566361,0.00113548012773812,0.05158020587287848,0.1038411269537991,0.04808407783779223,0.02889087921029776,0.01054269351762338,0.005746432646941191
2018-03,653461.4034603768,250529.7989099276,441015.0496661154,631775.4205830155,914681.3495825003,2057358.343081633,0.006643452265638672,0.016145033201391934,0.0031181275018015153,0.0005268594500835722,0.004687296509447991,-0.009174157085244938,0.051093577670096035,0.12048546225031176,0.041455518613758624,0.01874448344097379,0.005783989897423902,-0.012031370682560438
2018-04,656347.1895166833,253521.0644532801,443795.3954951003,638985.9468101519,919112.9645453659,2020673.126474446,0.004416153794279287,0.011939759487165524,0.006304423921791091,0.011413116104584065,0.004844982315304058,-0.017831223583655298,0.04404518909726085,0.107761877445262,0.03956816419094622,0.025203132705883036,0.007700104076518333,-0.02105692302779605
2018-05,657418.1668593991,250014.4783749289,448863.9578884586,637787.5884654446,922246.8708416433,2073833.816421413,0.0016317238190726169,-0.013831537375062597,0.011420944076501405,-0.0018754064165097395,0.0034097074213588208,0.026308406466373446,0.04463417936975045,0.08034666901382637,0.04565650850110381,0.028998015218371087,0.006409541014410491,0.013582486493230572
2018-06,653360.7856340685,240996.279747625,443203.888618207,643355.8504978822,926659.1276332765,2110052.393230318,-0.006171690150750364,-0.03607070552842129,-0.012609765544281282,0.00873059014182953,0.004784246963729588,0.017464551171898268,0.03141059805669877,0.034710736618420945,0.023816123054619887,0.028887432740823282,-0.0019631368701041874,0.028078920289347886
