,Brooklyn_All,Brooklyn_Q1,Brooklyn_Q2,Brooklyn_Q3,Brooklyn_Q4,Brooklyn_Q5,Brooklyn_All_MoM,Brooklyn_Q1_MoM,Brooklyn_Q2_MoM,Brooklyn_Q3_MoM,Brooklyn_Q4_MoM,Brooklyn_Q5_MoM,Brooklyn_All_YoY,Brooklyn_Q1_YoY,Brooklyn_Q2_YoY,Brooklyn_Q3_YoY,Brooklyn_Q4_YoY,Brooklyn_Q5_YoY
2017-06,728082.6699490328,264646.1982391709,503260.3434445816,754595.7734444013,1002220.7344097493,1670343.159786925,0.00016257689054777202,0.003783979289046835,0.015398275686329121,-0.014200809222254751,-0.00417439902897998,0.027181387084932895,0.04030797485631865,0.09491835273721883,0.027703182516508162,0.06646675814079006,0.0385967835984633,0.016562620431528563
2017-07,734661.5945528562,266815.6898703339,517719.9807954495,742706.6491935023,1006269.863183454,1711602.9341558607,0.009035958243977849,0.008197705637178032,0.02873192282924264,-0.015755619987944502,0.00404015665879176,0.02470137595809896,0.03423968203152783,0.060490408001565577,0.045734466816866215,0.044438939826250135,0.05109785966907032,0.04749131515580851
2017-08,725457.2097283585,255307.4597197183,516917.7292326905,737391.0788355088,978542.2093552079,1727751.8067507676,-0.012528740977809982,-0.04313175944116454,-0.0015495858620840908,-0.0071570254066872785,-0.027554888447644088,0.009434940939074377,0.030679634237565256,0.041323939603655324,0.04581892957493139,0.029785484901163617,0.02335503358608748,0.03813189991446908
2017-09,718513.4468919256,251149.6317256292,510236.1266133967,750592.1807843425,975126.3320542994,1695947.4669770875,-0.00957156775522694,-0.016285571908684626,-0.012925853073780025,0.017902443259390832,-0.0034907817652130024,-0.018407933158809286,0.02434330891511527,0.03972577651104525,0.032406147155996656,0.04850282504683201,0.032127122472669134,0.003609650620894689
2017-10,717720.9071041587,256770.6468428397,516393.3513749961,727028.7268071816,963718.822852589,1680091.955965644,-0.0011030270779138762,0.022381140193552973,0.012067402601354305,-0.03139315140818266,-0.011698493648180208,-0.009349057868935584,0.03658753749786725,0.09662222209669125,0.04717211914012842,0.001688006938606268,0.02821016304712587,-0.007510664137203693
2017-11,712457.6282052958,252729.6281228924,510019.2217474235,726422.792471435,969753.0700305086,1681011.8759871896,-0.007333322530757802,-0.015737853098219068,-0.012343554793260325,-0.0008334393310805988,0.006261418823447329,0.0005475414713338456,0.013009392892195937,0.03597406268004355,0.01839027934475368,-0.00601491917222885,0.057295346559276705,0.003022403760181369
2017-12,705031.9938760836,237434.6419978624,509545.8377887718,741915.0197752505,972609.6736504718,1700218.8749816893,-0.010422562739509922,-0.06051916523848422,-0.0009281688580869973,0.021326736253838963,0.002945702064004241,0.011425855622358538,0.002813351676520748,-0.04952430207200198,0.030899516315486597,0.016264378863431572,0.05996879997065685,0.03442008511494565
2018-01,726223.463047978,259252.614500929,512972.3580818287,741871.4762267658,959445.694724871,1680716.654490689,0.030057457471382554,0.09189043485601833,0.0067246556422218,-5.869074937703278e-05,-0.013534698741163864,-0.011470417590329518,0.027371573315992048,0.015073762188861917,0.033069509614555015,0.028582059758549327,0.029577043213693255,0.026003195884488628
2018-02,725760.8197418373,261833.3410453951,503663.8574167723,722577.522118761,968913.5338945776,1698692.2561720884,-0.0006370536476457689,0.009954486088536108,-0.018146203237663583,-0.02600713833363133,0.009868030282236706,0.010695200546368522,0.028813718050785253,0.03519305660732974,0.027542561848104885,0.0038896663994232306,0.02269146224133034,0.025682765746396496
2018-03,727543.9320937085,263355.8324409342,492516.2259790071,726775.3583997049,971343.4979054307,1685306.8787684615,0.002456887039597344,0.005814734630282148,-0.022133077991619232,0.0058095306765630905,0.0025079265856529087,-0.007879813047355744,0.001025864979009139,0.02236688089402117,-0.0158222257215046,-0.028556496461861203,-0.020508912880547014,0.013783632655563371
2018-04,731840.4600859372,279331.8413792193,496280.2806932931,735170.6815671559,978556.3462471038,1674031.179823185,0.005905523780349808,0.06066320533025693,0.007642498897988403,0.011551469199419184,0.007425641245580428,-0.006690590946567654,0.011972620285109148,0.0890179817027934,-0.0030967738934497557,-0.05280545682694282,0.009991832157488334,0.014952226333138086
2018-05,728565.1123064548,262191.5567673984,515542.9719303666,748963.8778973056,973810.9027073731,1684643.4045664626,-0.0044754942615468085,-0.06136172849894117,0.038814137870164744,0.018761896626164454,-0.00484943310411301,0.006339323228375271,0.0008253049176192295,-0.005526299115319322,0.04018020008752177,-0.021558282280352614,-0.03240294864601245,0.035975355666917785
2018-06,724733.2161676149,247097.6626694287,522992.7447835139,763174.7596459219,973806.1410679768,1698357.2286835327,-0.005259510885319618,-0.05756819282842174,0.014450343150354428,0.018974054915055216,-4.889696123777654e-06,0.00814049078867174,-0.004600375643678434,-0.06630941871261231,0.03920913220356925,0.011368982577733222,-0.028351631897245655,0.016771445276060115
