,Queens_All,Queens_Q1,Queens_Q2,Queens_Q3,Queens_Q4,Queens_Q5,Queens_All_MoM,Queens_Q1_MoM,Queens_Q2_MoM,Queens_Q3_MoM,Queens_Q4_MoM,Queens_Q5_MoM,Queens_All_YoY,Queens_Q1_YoY,Queens_Q2_YoY,Queens_Q3_YoY,Queens_Q4_YoY,Queens_Q5_YoY
2017-07,496827.3460581132,186569.6210719373,326265.5621958834,499483.6864967283,653874.5344065386,977137.3908710412,0.004923619242413135,0.008889333880633732,-0.0037631188307136743,0.03854973037956544,-0.010395461009808593,-0.004127315806671361,0.05551963176070407,-0.0023691903615323806,0.029825146098436006,0.1072036949483981,0.05721942584584849,0.028463730927892783
2017-08,502037.0329311062,182490.7894476138,333575.3393865586,495138.4836073575,661449.7050426832,990970.3233382566,0.010485910073846139,-0.021862249603598616,0.022404378634011568,-0.008699389002766234,0.011585052234860171,0.014156589028779587,0.06332377332169359,-0.010323561326745834,0.04990314001359564,0.09338085544314567,0.05680868916526194,0.033077488442039504
2017-09,513183.3940491948,196271.2465260917,332973.0953227741,495997.3495613126,671302.8221207575,1017038.0147740047,0.022202268731076336,0.07551316491199556,-0.0018054214226149723,0.0017345974558427013,0.0148962453274335,0.026305219058361473,0.08345201592845553,0.05651482935561858,0.05276759755892657,0.07082589430910446,0.07044641328493362,0.0674704275740523
2017-10,509179.636912566,195701.0190026289,327679.2192812722,495543.7754894907,668641.4306095071,1001694.4201446039,-0.007801805715180632,-0.002905303418384353,-0.015898810191766866,-0.000914468741058827,-0.003964517090577102,-0.015086549771505142,0.05521515584784309,0.06111376425550441,0.02746331816988401,0.04685760389612903,0.03527331800062128,0.05075395771258773
2017-11,519131.3885320242,206951.9747213742,328546.621423371,508656.2350318184,665620.4661196036,1030125.184014065,0.01954467715912811,0.05749053211927402,0.0026471075706338,0.026460749162625197,-0.004518063571307129,0.02838267169877695,0.0771476892533367,0.15311716717783153,0.027466059032637435,0.05665344263824634,0.010934827630863841,0.06834740036086528
2017-12,520153.8539917249,209853.2628901817,333854.790982072,514674.4569528851,671005.646634995,1004230.9915533125,0.0019695697125770018,0.01401913739993832,0.01615651847431665,0.011831609457594094,0.00809046714982431,-0.025136937590294783,0.07309269955710263,0.10401027024647003,0.05112281818917386,0.06778549884371765,0.03945289864480084,0.03487581512130844
2018-01,528656.6106024919,221450.561937154,332703.6996985859,511840.3460366626,672452.0914964346,1013599.3906892489,0.016346618496654086,0.055263849068867055,-0.0034478800801391873,-0.005506608843582006,0.0021556373909719095,0.009328928518174573,0.07148751737202352,0.1495711831040063,0.04460554091796509,0.03017350129937868,0.045504131227797506,0.04464760038297677
2018-02,529362.235090167,212268.2280322294,326894.6149871206,516789.5944881588,683590.3802040699,1008132.766515726,0.00133475014503448,-0.041464486811871204,-0.017460234787674556,0.00966951607043054,0.016563691077008613,-0.005393278867112938,0.08477989177921064,0.1404205262570275,0.028176424252561283,0.07001248939760685,0.06443351194566072,0.019924051849026903
2018-03,528649.08903266,217991.9101212207,331188.2174171536,509571.6271907628,683650.8250110804,1012343.446963639,-0.0013471797008443032,0.02696438436430637,0.0131345156303726,-0.013966936204559022,8.842255356555917e-05,0.004176712222603296,0.09329223415658094,0.15632476655824545,0.03136631822654978,0.052634742991579664,0.061336786581631886,0.019041243334686042
2018-04,529565.0189258537,217149.2369971439,333369.2993472263,509971.8024748078,673723.8129943869,992432.2888490964,0.0017325857779677545,-0.0038656164974572027,0.006585626587450433,0.0007853170441438628,-0.014520588074376395,-0.019668382478557955,0.0877902003962745,0.13886601151934252,0.026886320340058223,0.06800337157713177,0.03369768666294548,0.008852713059504191
2018-05,535788.8011493146,214191.3856967074,338799.8503506618,514647.1095041177,682241.3733142518,1034743.9208196575,0.011752630934884989,-0.013621283414757657,0.016289895362497697,0.009167775564494773,0.012642510410918018,0.04263427585536239,0.08944634053187683,0.14532355921468976,0.030460149552737015,0.08595726751128496,0.046847316250872906,0.03299132945276839
2018-06,530556.2682375081,216185.9827692941,333221.051228898,519705.8844110851,687148.365584442,1051213.881654955,-0.009766036357203078,0.009312218911599945,-0.01646635651104822,0.009829599377021214,0.007192457775395011,0.015916943800212024,0.07314649549628705,0.1690420492752438,0.017475146877198755,0.08059666556365386,0.039962723367462205,0.07136949191126662
